site,roll,filename,exif-datetime,filedatetime
10A,R1,NIA_S1_10A_R1_IMAG0001.JPG,2016:10:21 09:10:37,2017:08:31 18:45:10
10A,R1,NIA_S1_10A_R1_IMAG0002.JPG,2016:10:30 18:45:48,2017:08:31 18:45:10
10A,R1,NIA_S1_10A_R1_IMAG0003.JPG,2016:10:30 18:48:11,2017:08:31 18:45:10
10B,R1,NIA_S1_10B_R1_IMAG0001.JPG,2016:10:01 14:16:45,2017:08:31 18:45:11
10B,R1,NIA_S1_10B_R1_IMAG0002.JPG,2016:10:02 05:34:44,2017:08:31 18:45:11
10B,R1,NIA_S1_10B_R1_IMAG0003.JPG,2016:10:02 07:41:55,2017:08:31 18:45:11
10B,R1,NIA_S1_10B_R1_IMAG0004.JPG,2016:10:03 15:39:28,2017:08:31 18:45:11
10B,R1,NIA_S1_10B_R1_IMAG0005.JPG,2016:10:05 03:58:01,2017:08:31 18:45:11
10B,R1,NIA_S1_10B_R1_IMAG0006.JPG,2016:10:05 05:42:03,2017:08:31 18:45:11
10B,R1,NIA_S1_10B_R1_IMAG0007.JPG,2016:10:05 11:43:33,2017:08:31 18:45:11
10B,R1,NIA_S1_10B_R1_IMAG0008.JPG,2016:10:05 11:44:48,2017:08:31 18:45:11
10B,R1,NIA_S1_10B_R1_IMAG0009.JPG,2016:10:07 09:09:27,2017:08:31 18:45:11
10B,R1,NIA_S1_10B_R1_IMAG0010.JPG,2016:10:07 09:09:42,2017:08:31 18:45:11
10B,R1,NIA_S1_10B_R1_IMAG0011.JPG,2016:10:09 10:28:46,2017:08:31 18:45:11
10B,R1,NIA_S1_10B_R1_IMAG0012.JPG,2016:10:09 10:29:12,2017:08:31 18:45:11
10B,R1,NIA_S1_10B_R1_IMAG0013.JPG,2016:10:10 06:08:17,2017:08:31 18:45:11
10B,R1,NIA_S1_10B_R1_IMAG0014.JPG,2016:10:11 19:08:12,2017:08:31 18:45:11
10B,R1,NIA_S1_10B_R1_IMAG0015.JPG,2016:10:13 18:18:43,2017:08:31 18:45:11
10B,R1,NIA_S1_10B_R1_IMAG0016.JPG,2016:10:16 19:05:23,2017:08:31 18:45:11
10B,R1,NIA_S1_10B_R1_IMAG0017.JPG,2016:10:16 20:07:04,2017:08:31 18:45:11
10B,R1,NIA_S1_10B_R1_IMAG0018.JPG,2016:10:18 15:15:16,2017:08:31 18:45:11
10B,R1,NIA_S1_10B_R1_IMAG0019.JPG,2016:10:18 16:24:01,2017:08:31 18:45:11
10B,R1,NIA_S1_10B_R1_IMAG0020.JPG,2016:10:19 05:28:43,2017:08:31 18:45:11
10B,R1,NIA_S1_10B_R1_IMAG0021.JPG,2016:10:21 06:04:08,2017:08:31 18:45:11
10B,R1,NIA_S1_10B_R1_IMAG0022.JPG,2016:10:21 06:06:15,2017:08:31 18:45:11
10B,R1,NIA_S1_10B_R1_IMAG0023.JPG,2016:10:21 12:53:22,2017:08:31 18:45:11
10B,R1,NIA_S1_10B_R1_IMAG0024.JPG,2016:10:21 12:54:01,2017:08:31 18:45:11
10B,R1,NIA_S1_10B_R1_IMAG0025.JPG,2016:10:22 03:25:41,2017:08:31 18:45:11
10B,R1,NIA_S1_10B_R1_IMAG0026.JPG,2016:10:22 13:40:13,2017:08:31 18:45:11
10B,R1,NIA_S1_10B_R1_IMAG0027.JPG,2016:10:22 14:38:36,2017:08:31 18:45:11
10B,R1,NIA_S1_10B_R1_IMAG0028.JPG,2016:10:23 08:56:42,2017:08:31 18:45:11
10B,R1,NIA_S1_10B_R1_IMAG0029.JPG,2016:10:23 08:57:43,2017:08:31 18:45:10
10B,R1,NIA_S1_10B_R1_IMAG0030.JPG,2016:10:26 04:54:20,2017:08:31 18:45:10
10B,R1,NIA_S1_10B_R1_IMAG0031.JPG,2016:10:26 04:54:44,2017:08:31 18:45:10
10B,R1,NIA_S1_10B_R1_IMAG0032.JPG,2016:10:26 12:22:15,2017:08:31 18:45:10
10B,R1,NIA_S1_10B_R1_IMAG0033.JPG,2016:10:27 02:38:54,2017:08:31 18:45:10
10B,R1,NIA_S1_10B_R1_IMAG0034.JPG,2016:10:27 14:51:32,2017:08:31 18:45:10
10B,R1,NIA_S1_10B_R1_IMAG0035.JPG,2016:10:29 13:34:38,2017:08:31 18:45:10
10B,R1,NIA_S1_10B_R1_IMAG0036.JPG,2016:10:30 21:36:45,2017:08:31 18:45:10
10B,R1,NIA_S1_10B_R1_IMAG0037.JPG,2016:10:31 13:02:04,2017:08:31 18:45:10
10B,R1,NIA_S1_10B_R1_IMAG0038.JPG,2016:10:31 13:03:06,2017:08:31 18:45:10
10B,R1,NIA_S1_10B_R1_IMAG0039.JPG,2016:10:31 13:05:11,2017:08:31 18:45:10
10B,R1,NIA_S1_10B_R1_IMAG0040.JPG,2016:10:31 13:05:57,2017:08:31 18:45:10
10B,R1,NIA_S1_10B_R1_IMAG0041.JPG,2016:11:02 16:22:55,2017:08:31 18:45:10
10B,R1,NIA_S1_10B_R1_IMAG0042.JPG,2016:11:04 08:27:12,2017:08:31 18:45:11
11A,R1,NIA_S1_11A_R1_IMAG0001.JPG,2016:10:28 00:58:28,2017:08:31 18:45:11
11A,R1,NIA_S1_11A_R1_IMAG0002.JPG,2016:10:28 11:56:42,2017:08:31 18:45:12
11A,R1,NIA_S1_11A_R1_IMAG0003.JPG,2016:10:28 11:59:04,2017:08:31 18:45:12
11A,R1,NIA_S1_11A_R1_IMAG0004.JPG,2016:10:28 13:08:10,2017:08:31 18:45:12
11A,R1,NIA_S1_11A_R1_IMAG0005.JPG,2016:10:28 16:38:03,2017:08:31 18:45:12
11A,R1,NIA_S1_11A_R1_IMAG0006.JPG,2016:11:02 18:04:10,2017:08:31 18:45:12
11A,R1,NIA_S1_11A_R1_IMAG0007.JPG,2016:11:08 02:26:47,2017:08:31 18:45:12
11A,R1,NIA_S1_11A_R1_IMAG0008.JPG,2016:11:08 14:43:13,2017:08:31 18:45:12
11A,R1,NIA_S1_11A_R1_IMAG0009.JPG,2016:11:09 00:39:59,2017:08:31 18:45:12
11A,R1,NIA_S1_11A_R1_IMAG0010.JPG,2016:11:12 19:05:01,2017:08:31 18:45:12
12A,R1,NIA_S1_12A_R1_IMAG0001.JPG,2016:10:06 16:52:02,2017:08:31 18:45:13
12A,R1,NIA_S1_12A_R1_IMAG0002.JPG,2016:10:06 16:53:22,2017:08:31 18:45:13
12A,R1,NIA_S1_12A_R1_IMAG0003.JPG,2016:10:06 16:57:02,2017:08:31 18:45:13
12A,R1,NIA_S1_12A_R1_IMAG0004.JPG,2016:10:06 17:57:57,2017:08:31 18:45:13
12A,R1,NIA_S1_12A_R1_IMAG0005.JPG,2016:10:17 19:55:35,2017:08:31 18:45:13
12A,R1,NIA_S1_12A_R1_IMAG0006.JPG,2016:10:17 19:56:15,2017:08:31 18:45:13
12A,R1,NIA_S1_12A_R1_IMAG0007.JPG,2016:10:17 19:57:04,2017:08:31 18:45:13
12A,R1,NIA_S1_12A_R1_IMAG0008.JPG,2016:10:17 20:06:56,2017:08:31 18:45:13
12A,R1,NIA_S1_12A_R1_IMAG0009.JPG,2016:10:17 20:07:12,2017:08:31 18:45:13
12A,R1,NIA_S1_12A_R1_IMAG0010.JPG,2016:10:17 20:10:14,2017:08:31 18:45:13
12A,R1,NIA_S1_12A_R1_IMAG0011.JPG,2016:10:17 20:10:30,2017:08:31 18:45:12
12A,R1,NIA_S1_12A_R1_IMAG0012.JPG,2016:10:17 20:12:29,2017:08:31 18:45:12
12A,R1,NIA_S1_12A_R1_IMAG0013.JPG,2016:10:17 20:12:47,2017:08:31 18:45:12
12A,R1,NIA_S1_12A_R1_IMAG0014.JPG,2016:10:17 20:13:02,2017:08:31 18:45:13
12A,R1,NIA_S1_12A_R1_IMAG0015.JPG,2016:10:17 20:13:27,2017:08:31 18:45:13
12A,R1,NIA_S1_12A_R1_IMAG0016.JPG,2016:10:29 21:30:59,2017:08:31 18:45:13
12A,R1,NIA_S1_12A_R1_IMAG0017.JPG,2016:10:29 21:34:31,2017:08:31 18:45:13
12A,R1,NIA_S1_12A_R1_IMAG0018.JPG,2016:10:29 21:37:34,2017:08:31 18:45:13
12B,R1,NIA_S1_12B_R1_IMAG0001.JPG,2016:10:24 21:33:53,2017:08:31 18:45:13
12B,R1,NIA_S1_12B_R1_IMAG0002.JPG,2016:10:27 23:03:39,2017:08:31 18:45:13
12B,R1,NIA_S1_12B_R1_IMAG0003.JPG,2016:10:28 09:48:20,2017:08:31 18:45:13
12C,R1,NIA_S1_12C_R1_IMAG0001.JPG,2012:01:18 16:18:58,2017:08:31 18:45:12
12C,R1,NIA_S1_12C_R1_IMAG0002.JPG,2012:01:18 16:19:14,2017:08:31 18:45:12
12C,R1,NIA_S1_12C_R1_IMAG0003.JPG,2012:01:22 21:57:03,2017:08:31 18:45:12
12C,R1,NIA_S1_12C_R1_IMAG0004.JPG,2012:01:22 21:57:17,2017:08:31 18:45:12
12C,R1,NIA_S1_12C_R1_IMAG0005.JPG,2016:10:19 15:42:39,2017:08:31 18:45:12
12D,R1,NIA_S1_12D_R1_IMAG0001.JPG,2016:10:11 23:17:54,2017:08:31 18:45:13
12D,R1,NIA_S1_12D_R1_IMAG0002.JPG,2016:10:14 02:31:35,2017:08:31 18:45:13
13A,R1,NIA_S1_13A_R1_IMAG0001.JPG,2016:10:25 16:52:34,2017:08:31 18:45:16
13A,R1,NIA_S1_13A_R1_IMAG0002.JPG,2016:10:25 18:27:46,2017:08:31 18:45:16
13A,R1,NIA_S1_13A_R1_IMAG0003.JPG,2016:10:25 19:50:42,2017:08:31 18:45:16
13A,R1,NIA_S1_13A_R1_IMAG0004.JPG,2016:10:25 19:53:49,2017:08:31 18:45:17
13A,R1,NIA_S1_13A_R1_IMAG0005.JPG,2016:10:26 13:44:10,2017:08:31 18:45:17
13A,R1,NIA_S1_13A_R1_IMAG0006.JPG,2016:10:26 13:44:25,2017:08:31 18:45:17
13A,R1,NIA_S1_13A_R1_IMAG0007.JPG,2016:10:26 16:22:50,2017:08:31 18:45:17
13A,R1,NIA_S1_13A_R1_IMAG0008.JPG,2016:10:26 16:25:10,2017:08:31 18:45:17
13A,R1,NIA_S1_13A_R1_IMAG0009.JPG,2016:10:26 16:31:56,2017:08:31 18:45:17
13A,R1,NIA_S1_13A_R1_IMAG0010.JPG,2016:10:26 19:33:45,2017:08:31 18:45:17
13A,R1,NIA_S1_13A_R1_IMAG0011.JPG,2016:10:26 19:34:02,2017:08:31 18:45:17
13A,R1,NIA_S1_13A_R1_IMAG0012.JPG,2016:10:26 19:48:27,2017:08:31 18:45:17
13A,R1,NIA_S1_13A_R1_IMAG0013.JPG,2016:10:27 09:08:25,2017:08:31 18:45:17
13A,R1,NIA_S1_13A_R1_IMAG0014.JPG,2016:10:27 09:09:28,2017:08:31 18:45:18
13A,R1,NIA_S1_13A_R1_IMAG0015.JPG,2016:10:27 09:12:45,2017:08:31 18:45:18
13A,R1,NIA_S1_13A_R1_IMAG0016.JPG,2016:10:27 09:15:31,2017:08:31 18:45:18
13A,R1,NIA_S1_13A_R1_IMAG0017.JPG,2016:10:27 09:17:20,2017:08:31 18:45:18
13A,R1,NIA_S1_13A_R1_IMAG0018.JPG,2016:10:27 14:45:28,2017:08:31 18:45:18
13A,R1,NIA_S1_13A_R1_IMAG0019.JPG,2016:10:28 09:50:20,2017:08:31 18:45:18
13A,R1,NIA_S1_13A_R1_IMAG0020.JPG,2016:10:29 05:56:47,2017:08:31 18:45:18
13A,R1,NIA_S1_13A_R1_IMAG0021.JPG,2016:10:30 19:58:44,2017:08:31 18:45:18
13A,R1,NIA_S1_13A_R1_IMAG0022.JPG,2016:10:30 19:59:45,2017:08:31 18:45:18
13A,R1,NIA_S1_13A_R1_IMAG0023.JPG,2016:11:10 11:54:20,2017:08:31 18:45:18
13A,R1,NIA_S1_13A_R1_IMAG0024.JPG,2016:11:10 12:39:47,2017:08:31 18:45:18
13A,R1,NIA_S1_13A_R1_IMAG0025.JPG,2016:11:10 12:41:29,2017:08:31 18:45:18
13A,R1,NIA_S1_13A_R1_IMAG0026.JPG,2016:11:10 17:51:08,2017:08:31 18:45:18
13A,R1,NIA_S1_13A_R1_IMAG0027.JPG,2016:11:12 05:05:08,2017:08:31 18:45:18
13B,R1,NIA_S1_13B_R1_IMAG0001.JPG,2016:10:18 01:57:44,2017:08:31 18:45:19
13B,R1,NIA_S1_13B_R1_IMAG0002.JPG,2016:10:25 07:08:39,2017:08:31 18:45:19
13B,R1,NIA_S1_13B_R1_IMAG0003.JPG,2016:10:28 08:10:19,2017:08:31 18:45:19
13B,R1,NIA_S1_13B_R1_IMAG0004.JPG,2016:10:28 08:19:38,2017:08:31 18:45:19
13B,R1,NIA_S1_13B_R1_IMAG0005.JPG,2016:10:28 08:19:59,2017:08:31 18:45:19
13C,R1,NIA_S1_13C_R1_IMAG0001.JPG,2016:05:12 05:42:19,2017:08:31 18:45:13
13C,R1,NIA_S1_13C_R1_IMAG0002.JPG,2016:05:19 01:14:48,2017:08:31 18:45:16
13C,R1,NIA_S1_13C_R1_IMAG0003.JPG,2016:05:22 07:03:48,2017:08:31 18:45:16
14A,R1,NIA_S1_14A_R1_IMAG0001.JPG,2016:10:05 17:54:44,2017:08:31 18:45:21
14A,R1,NIA_S1_14A_R1_IMAG0002.JPG,2016:10:07 07:42:56,2017:08:31 18:45:21
14A,R1,NIA_S1_14A_R1_IMAG0003.JPG,2016:10:07 21:18:14,2017:08:31 18:45:21
14A,R1,NIA_S1_14A_R1_IMAG0004.JPG,2016:10:08 19:30:07,2017:08:31 18:45:21
14A,R1,NIA_S1_14A_R1_IMAG0005.JPG,2016:10:08 19:30:28,2017:08:31 18:45:21
14A,R1,NIA_S1_14A_R1_IMAG0006.JPG,2016:10:12 13:15:40,2017:08:31 18:45:21
14A,R1,NIA_S1_14A_R1_IMAG0007.JPG,2016:10:12 18:49:36,2017:08:31 18:45:21
14A,R1,NIA_S1_14A_R1_IMAG0008.JPG,2016:10:27 07:00:18,2017:08:31 18:45:21
14A,R1,NIA_S1_14A_R1_IMAG0009.JPG,2016:10:28 05:52:38,2017:08:31 18:45:21
14A,R1,NIA_S1_14A_R1_IMAG0010.JPG,2016:11:01 07:42:57,2017:08:31 18:45:21
14B,R1,NIA_S1_14B_R1_IMAG0001.JPG,2016:10:24 04:37:32,2017:08:31 18:45:19
14B,R1,NIA_S1_14B_R1_IMAG0002.JPG,2016:10:26 02:59:01,2017:08:31 18:45:19
14B,R1,NIA_S1_14B_R1_IMAG0003.JPG,2016:10:26 14:05:44,2017:08:31 18:45:19
14B,R1,NIA_S1_14B_R1_IMAG0004.JPG,2016:10:27 17:06:47,2017:08:31 18:45:20
14B,R1,NIA_S1_14B_R1_IMAG0005.JPG,2016:10:29 13:45:19,2017:08:31 18:45:21
14B,R1,NIA_S1_14B_R1_IMAG0006.JPG,2016:10:30 17:12:47,2017:08:31 18:45:21
14B,R1,NIA_S1_14B_R1_IMAG0007.JPG,2016:10:31 17:13:12,2017:08:31 18:45:21
14B,R1,NIA_S1_14B_R1_IMAG0008.JPG,2016:11:04 13:01:57,2017:08:31 18:45:21
14B,R1,NIA_S1_14B_R1_IMAG0009.JPG,2016:11:04 16:46:28,2017:08:31 18:45:21
15A,R1,NIA_S1_15A_R1_IMAG0001.JPG,2016:10:01 19:02:33,2017:08:31 18:45:22
15A,R1,NIA_S1_15A_R1_IMAG0002.JPG,2016:10:04 10:48:59,2017:08:31 18:45:22
15A,R1,NIA_S1_15A_R1_IMAG0003.JPG,2016:10:11 18:39:08,2017:08:31 18:45:22
15A,R1,NIA_S1_15A_R1_IMAG0004.JPG,2016:10:11 18:39:24,2017:08:31 18:45:22
15A,R1,NIA_S1_15A_R1_IMAG0005.JPG,2016:10:11 18:39:44,2017:08:31 18:45:22
15A,R1,NIA_S1_15A_R1_IMAG0006.JPG,2016:10:12 07:50:23,2017:08:31 18:45:22
15A,R1,NIA_S1_15A_R1_IMAG0007.JPG,2016:10:12 07:56:33,2017:08:31 18:45:22
15A,R1,NIA_S1_15A_R1_IMAG0008.JPG,2016:10:12 15:48:20,2017:08:31 18:45:22
15A,R1,NIA_S1_15A_R1_IMAG0009.JPG,2016:10:13 01:42:22,2017:08:31 18:45:22
15A,R1,NIA_S1_15A_R1_IMAG0010.JPG,2016:10:16 06:30:40,2017:08:31 18:45:22
15A,R1,NIA_S1_15A_R1_IMAG0011.JPG,2016:10:16 06:31:38,2017:08:31 18:45:22
15A,R1,NIA_S1_15A_R1_IMAG0012.JPG,2016:10:16 06:32:07,2017:08:31 18:45:22
15A,R1,NIA_S1_15A_R1_IMAG0013.JPG,2016:10:16 18:54:13,2017:08:31 18:45:22
15A,R1,NIA_S1_15A_R1_IMAG0014.JPG,2016:10:17 18:26:04,2017:08:31 18:45:22
15A,R1,NIA_S1_15A_R1_IMAG0015.JPG,2016:10:17 18:26:21,2017:08:31 18:45:22
15A,R1,NIA_S1_15A_R1_IMAG0016.JPG,2016:10:17 18:27:11,2017:08:31 18:45:22
15A,R1,NIA_S1_15A_R1_IMAG0017.JPG,2016:10:17 18:27:26,2017:08:31 18:45:22
15A,R1,NIA_S1_15A_R1_IMAG0018.JPG,2016:10:17 18:29:00,2017:08:31 18:45:22
15A,R1,NIA_S1_15A_R1_IMAG0019.JPG,2016:10:17 23:08:36,2017:08:31 18:45:23
15A,R1,NIA_S1_15A_R1_IMAG0020.JPG,2016:10:19 21:54:27,2017:08:31 18:45:23
15A,R1,NIA_S1_15A_R1_IMAG0021.JPG,2016:10:19 22:30:51,2017:08:31 18:45:21
15A,R1,NIA_S1_15A_R1_IMAG0022.JPG,2016:10:20 13:33:41,2017:08:31 18:45:21
15A,R1,NIA_S1_15A_R1_IMAG0023.JPG,2016:10:20 13:42:20,2017:08:31 18:45:22
15A,R1,NIA_S1_15A_R1_IMAG0024.JPG,2016:10:22 16:44:47,2017:08:31 18:45:22
15A,R1,NIA_S1_15A_R1_IMAG0025.JPG,2016:10:22 17:36:26,2017:08:31 18:45:22
15A,R1,NIA_S1_15A_R1_IMAG0026.JPG,2016:10:22 17:37:06,2017:08:31 18:45:22
15A,R1,NIA_S1_15A_R1_IMAG0027.JPG,2016:10:22 17:37:26,2017:08:31 18:45:22
15A,R1,NIA_S1_15A_R1_IMAG0028.JPG,2016:10:24 02:47:48,2017:08:31 18:45:22
15A,R1,NIA_S1_15A_R1_IMAG0029.JPG,2016:10:24 02:48:20,2017:08:31 18:45:21
15A,R1,NIA_S1_15A_R1_IMAG0030.JPG,2016:10:24 02:49:10,2017:08:31 18:45:21
15A,R1,NIA_S1_15A_R1_IMAG0031.JPG,2016:10:26 09:31:27,2017:08:31 18:45:21
15A,R1,NIA_S1_15A_R1_IMAG0032.JPG,2016:10:26 20:56:50,2017:08:31 18:45:21
15A,R1,NIA_S1_15A_R1_IMAG0033.JPG,2016:10:26 20:57:20,2017:08:31 18:45:21
15A,R1,NIA_S1_15A_R1_IMAG0034.JPG,2016:10:27 02:34:59,2017:08:31 18:45:21
15A,R1,NIA_S1_15A_R1_IMAG0035.JPG,2016:10:27 04:45:52,2017:08:31 18:45:21
15A,R1,NIA_S1_15A_R1_IMAG0036.JPG,2016:10:27 14:37:46,2017:08:31 18:45:21
16A,R1,NIA_S1_16A_R1_IMAG0001.JPG,2016:10:25 08:56:43,2017:08:31 18:45:23
16A,R1,NIA_S1_16A_R1_IMAG0002.JPG,2016:10:25 08:58:49,2017:08:31 18:45:23
16A,R1,NIA_S1_16A_R1_IMAG0003.JPG,2016:10:25 11:22:37,2017:08:31 18:45:23
16A,R1,NIA_S1_16A_R1_IMAG0004.JPG,2016:10:25 13:57:07,2017:08:31 18:45:23
16A,R1,NIA_S1_16A_R1_IMAG0005.JPG,2016:10:25 14:02:45,2017:08:31 18:45:23
16A,R1,NIA_S1_16A_R1_IMAG0006.JPG,2016:10:26 20:34:14,2017:08:31 18:45:23
16A,R1,NIA_S1_16A_R1_IMAG0007.JPG,2016:10:28 04:59:34,2017:08:31 18:45:23
16A,R1,NIA_S1_16A_R1_IMAG0008.JPG,2016:10:28 05:02:16,2017:08:31 18:45:23
16A,R1,NIA_S1_16A_R1_IMAG0009.JPG,2016:10:28 05:05:33,2017:08:31 18:45:23
16A,R1,NIA_S1_16A_R1_IMAG0010.JPG,2016:10:28 07:52:17,2017:08:31 18:45:23
16A,R1,NIA_S1_16A_R1_IMAG0011.JPG,2016:10:28 08:28:18,2017:08:31 18:45:23
16A,R1,NIA_S1_16A_R1_IMAG0012.JPG,2016:10:28 09:49:08,2017:08:31 18:45:23
16A,R1,NIA_S1_16A_R1_IMAG0013.JPG,2016:10:29 15:12:42,2017:08:31 18:45:23
16A,R1,NIA_S1_16A_R1_IMAG0014.JPG,2016:10:29 15:13:02,2017:08:31 18:45:23
16A,R1,NIA_S1_16A_R1_IMAG0015.JPG,2016:10:30 10:29:21,2017:08:31 18:45:23
16A,R1,NIA_S1_16A_R1_IMAG0016.JPG,2016:11:01 06:23:06,2017:08:31 18:45:23
16A,R1,NIA_S1_16A_R1_IMAG0017.JPG,2016:11:01 06:23:23,2017:08:31 18:45:23
16A,R1,NIA_S1_16A_R1_IMAG0018.JPG,2016:11:02 06:24:45,2017:08:31 18:45:23
16B,R1,NIA_S1_16B_R1_IMAG0001.JPG,2016:10:21 08:29:15,2017:08:31 18:45:24
16B,R1,NIA_S1_16B_R1_IMAG0002.JPG,2016:10:24 06:22:05,2017:08:31 18:45:24
16B,R1,NIA_S1_16B_R1_IMAG0003.JPG,2016:10:24 06:22:04,2017:08:31 18:45:24
17A,R1,NIA_S1_17A_R1_IMAG0001.JPG,2016:10:26 05:38:20,2017:08:31 18:48:30
17A,R1,NIA_S1_17A_R1_IMAG0002.JPG,2016:10:27 16:55:44,2017:08:31 18:48:30
17A,R1,NIA_S1_17A_R1_IMAG0003.JPG,2016:10:30 02:26:41,2017:08:31 18:48:30
17A,R1,NIA_S1_17A_R1_IMAG0004.JPG,2016:10:31 11:13:25,2017:08:31 18:48:30
17A,R1,NIA_S1_17A_R1_IMAG0005.JPG,2016:11:03 10:31:17,2017:08:31 18:48:30
17A,R1,NIA_S1_17A_R1_IMAG0006.JPG,2016:11:03 13:37:36,2017:08:31 18:48:30
17A,R1,NIA_S1_17A_R1_IMAG0007.JPG,2016:11:04 04:59:45,2017:08:31 18:48:30
17A,R1,NIA_S1_17A_R1_IMAG0008.JPG,2016:11:06 17:45:33,2017:08:31 18:48:30
17A,R1,NIA_S1_17A_R1_IMAG0009.JPG,2016:11:06 17:52:54,2017:08:31 18:48:30
17A,R1,NIA_S1_17A_R1_IMAG0010.JPG,2016:11:09 22:21:48,2017:08:31 18:48:30
17A,R1,NIA_S1_17A_R1_IMAG0011.JPG,2016:11:11 18:42:47,2017:08:31 18:48:31
17A,R1,NIA_S1_17A_R1_IMAG0012.JPG,2016:11:12 08:34:52,2017:08:31 18:48:31
17A,R1,NIA_S1_17A_R1_IMAG0013.JPG,2016:11:15 05:20:41,2017:08:31 18:48:31
17B,R1,NIA_S1_17B_R1_IMAG0001.JPG,2015:09:09 20:13:10,2017:08:31 18:48:28
17B,R1,NIA_S1_17B_R1_IMAG0002.JPG,2015:09:10 13:39:33,2017:08:31 18:48:28
17B,R1,NIA_S1_17B_R1_IMAG0003.JPG,2015:09:10 13:39:48,2017:08:31 18:48:28
17B,R1,NIA_S1_17B_R1_IMAG0004.JPG,2015:09:10 13:40:03,2017:08:31 18:48:28
17B,R1,NIA_S1_17B_R1_IMAG0005.JPG,2015:09:10 13:40:18,2017:08:31 18:48:28
17B,R1,NIA_S1_17B_R1_IMAG0006.JPG,2015:09:10 13:41:06,2017:08:31 18:48:28
17B,R1,NIA_S1_17B_R1_IMAG0007.JPG,2015:09:10 13:41:21,2017:08:31 18:48:28
17B,R1,NIA_S1_17B_R1_IMAG0008.JPG,2015:09:10 13:41:47,2017:08:31 18:48:28
17B,R1,NIA_S1_17B_R1_IMAG0009.JPG,2015:09:10 13:42:20,2017:08:31 18:48:28
17B,R1,NIA_S1_17B_R1_IMAG0010.JPG,2015:09:10 13:42:38,2017:08:31 18:48:28
17B,R1,NIA_S1_17B_R1_IMAG0011.JPG,2015:09:10 13:42:53,2017:08:31 18:48:28
17B,R1,NIA_S1_17B_R1_IMAG0012.JPG,2015:09:10 13:43:14,2017:08:31 18:48:28
17B,R1,NIA_S1_17B_R1_IMAG0013.JPG,2015:09:10 13:43:29,2017:08:31 18:48:29
17B,R1,NIA_S1_17B_R1_IMAG0014.JPG,2015:09:10 13:43:47,2017:08:31 18:48:29
17B,R1,NIA_S1_17B_R1_IMAG0015.JPG,2015:09:10 13:44:02,2017:08:31 18:48:29
17B,R1,NIA_S1_17B_R1_IMAG0016.JPG,2015:09:10 13:44:22,2017:08:31 18:48:29
17B,R1,NIA_S1_17B_R1_IMAG0017.JPG,2015:09:10 13:45:22,2017:08:31 18:48:29
17B,R1,NIA_S1_17B_R1_IMAG0018.JPG,2015:09:10 13:45:53,2017:08:31 18:48:29
17B,R1,NIA_S1_17B_R1_IMAG0019.JPG,2015:09:10 13:46:08,2017:08:31 18:48:29
17B,R1,NIA_S1_17B_R1_IMAG0020.JPG,2015:09:10 13:46:40,2017:08:31 18:48:29
17B,R1,NIA_S1_17B_R1_IMAG0021.JPG,2015:09:10 13:49:11,2017:08:31 18:48:29
17B,R1,NIA_S1_17B_R1_IMAG0022.JPG,2015:09:10 13:49:37,2017:08:31 18:48:29
17B,R1,NIA_S1_17B_R1_IMAG0023.JPG,2015:09:10 13:50:35,2017:08:31 18:48:30
17B,R1,NIA_S1_17B_R1_IMAG0024.JPG,2015:09:10 13:50:50,2017:08:31 18:48:30
17B,R1,NIA_S1_17B_R1_IMAG0025.JPG,2015:09:10 13:51:05,2017:08:31 18:48:30
17B,R1,NIA_S1_17B_R1_IMAG0026.JPG,2015:09:10 13:51:22,2017:08:31 18:48:30
17B,R1,NIA_S1_17B_R1_IMAG0027.JPG,2015:09:10 13:51:38,2017:08:31 18:48:30
17B,R1,NIA_S1_17B_R1_IMAG0028.JPG,2015:09:10 13:51:55,2017:08:31 18:48:30
17B,R1,NIA_S1_17B_R1_IMAG0029.JPG,2015:09:10 13:52:12,2017:08:31 18:48:30
17B,R1,NIA_S1_17B_R1_IMAG0030.JPG,2015:09:10 13:52:36,2017:08:31 18:48:30
17B,R1,NIA_S1_17B_R1_IMAG0031.JPG,2015:09:10 13:52:56,2017:08:31 18:48:25
17B,R1,NIA_S1_17B_R1_IMAG0032.JPG,2015:09:10 13:53:11,2017:08:31 18:48:25
17B,R1,NIA_S1_17B_R1_IMAG0033.JPG,2015:09:10 13:53:26,2017:08:31 18:48:25
17B,R1,NIA_S1_17B_R1_IMAG0034.JPG,2015:09:10 13:57:11,2017:08:31 18:48:25
17B,R1,NIA_S1_17B_R1_IMAG0035.JPG,2015:09:10 13:57:40,2017:08:31 18:48:25
17B,R1,NIA_S1_17B_R1_IMAG0036.JPG,2015:09:10 13:58:56,2017:08:31 18:48:25
17B,R1,NIA_S1_17B_R1_IMAG0037.JPG,2015:09:10 14:01:02,2017:08:31 18:48:26
17B,R1,NIA_S1_17B_R1_IMAG0038.JPG,2015:09:10 14:01:17,2017:08:31 18:48:26
17B,R1,NIA_S1_17B_R1_IMAG0039.JPG,2015:09:10 14:01:32,2017:08:31 18:48:26
17B,R1,NIA_S1_17B_R1_IMAG0040.JPG,2015:09:10 14:01:51,2017:08:31 18:48:26
17B,R1,NIA_S1_17B_R1_IMAG0041.JPG,2015:09:10 14:24:09,2017:08:31 18:48:26
17B,R1,NIA_S1_17B_R1_IMAG0042.JPG,2015:09:11 05:40:08,2017:08:31 18:48:26
