site,roll,filename,exif-datetime,filedatetime
22A,R1,NIA_S1_22A_R1_IMAG0249.JPG,2016:11:12 07:24:27,2017:08:31 17:46:12
22A,R1,NIA_S1_22A_R1_IMAG0250.JPG,2016:11:12 07:27:11,2017:08:31 17:46:12
22A,R1,NIA_S1_22A_R1_IMAG0251.JPG,2016:11:12 07:27:26,2017:08:31 17:46:12
22A,R1,NIA_S1_22A_R1_IMAG0252.JPG,2016:11:12 07:29:11,2017:08:31 17:46:12
22A,R1,NIA_S1_22A_R1_IMAG0253.JPG,2016:11:12 08:59:17,2017:08:31 17:46:12
22A,R1,NIA_S1_22A_R1_IMAG0254.JPG,2016:11:12 09:01:51,2017:08:31 17:46:13
22A,R1,NIA_S1_22A_R1_IMAG0255.JPG,2016:11:12 10:03:12,2017:08:31 17:46:13
22A,R1,NIA_S1_22A_R1_IMAG0256.JPG,2016:11:12 10:03:37,2017:08:31 17:46:13
22A,R1,NIA_S1_22A_R1_IMAG0257.JPG,2016:11:12 10:03:56,2017:08:31 17:46:13
22A,R1,NIA_S1_22A_R1_IMAG0258.JPG,2016:11:12 10:27:02,2017:08:31 17:46:13
22A,R1,NIA_S1_22A_R1_IMAG0259.JPG,2016:11:12 10:27:20,2017:08:31 17:46:13
22A,R1,NIA_S1_22A_R1_IMAG0260.JPG,2016:11:12 10:29:47,2017:08:31 17:46:13
22A,R1,NIA_S1_22A_R1_IMAG0261.JPG,2016:11:12 10:35:52,2017:08:31 17:46:13
22A,R1,NIA_S1_22A_R1_IMAG0262.JPG,2016:11:12 10:38:45,2017:08:31 17:46:13
22A,R1,NIA_S1_22A_R1_IMAG0263.JPG,2016:11:12 10:40:40,2017:08:31 17:46:13
22A,R1,NIA_S1_22A_R1_IMAG0264.JPG,2016:11:12 10:45:13,2017:08:31 17:46:13
22A,R1,NIA_S1_22A_R1_IMAG0265.JPG,2016:11:12 10:45:33,2017:08:31 17:46:13
22A,R1,NIA_S1_22A_R1_IMAG0266.JPG,2016:11:12 10:48:37,2017:08:31 17:46:13
22A,R1,NIA_S1_22A_R1_IMAG0267.JPG,2016:11:12 10:49:00,2017:08:31 17:46:13
22A,R1,NIA_S1_22A_R1_IMAG0268.JPG,2016:11:12 11:30:01,2017:08:31 17:46:13
22A,R1,NIA_S1_22A_R1_IMAG0269.JPG,2016:11:12 12:14:46,2017:08:31 17:46:10
22A,R1,NIA_S1_22A_R1_IMAG0270.JPG,2016:11:12 12:42:42,2017:08:31 17:46:11
22A,R1,NIA_S1_22A_R1_IMAG0271.JPG,2016:11:12 12:56:24,2017:08:31 17:46:11
22A,R1,NIA_S1_22A_R1_IMAG0272.JPG,2016:11:12 13:00:38,2017:08:31 17:46:11
22A,R1,NIA_S1_22A_R1_IMAG0273.JPG,2016:11:12 13:03:14,2017:08:31 17:46:11
22A,R1,NIA_S1_22A_R1_IMAG0274.JPG,2016:11:12 13:03:51,2017:08:31 17:46:11
